,Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),Gender_Male,Workout_Type_HIIT,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga
1899,58,61.3,1.68,160.0,134.0,72.0,0.6,17.5,3.5,5,1,21.6,6.0,0.7045454545454546,4.227272727272728,155.5,False,False,False,True,False
1900,42,49.2,1.51,179.0,146.0,69.0,0.61,26.2,3.2,3,1,21.6,6.0,0.7,4.199999999999999,126.1,True,False,False,True,False
1901,30,87.6,1.79,189.0,169.0,55.0,1.42,9.1,3.8,6,3,27.2,9.5,0.8507462686567164,8.082089552238806,719.45,True,True,False,False,False
1902,26,50.2,1.48,202.0,171.0,75.0,0.93,18.8,4.7,2,0,22.9,8.0,0.7559055118110236,6.047244094488189,282.3,True,False,True,False,False
1903,30,57.3,1.64,187.0,170.0,74.0,0.84,15.3,3.3,4,1,21.3,9.5,0.8495575221238938,8.070796460176991,388.5,True,True,False,False,False
1904,48,72.3,1.8,175.0,160.0,75.0,0.36,26.6,2.5,2,0,22.3,9.5,0.85,8.075,210.2,False,True,False,False,False
1905,58,48.7,1.64,167.0,136.0,65.0,0.72,20.1,2.9,7,2,18.0,6.0,0.696078431372549,4.1764705882352935,146.4,True,False,False,True,False
1906,28,53.5,1.61,185.0,159.0,80.0,0.75,29.6,4.8,2,0,20.6,8.0,0.7523809523809524,6.019047619047619,241.5,False,False,True,False,False
1907,21,59.5,1.77,193.0,159.0,57.0,0.84,18.8,4.1,4,2,19.0,8.0,0.75,6.0,299.9,True,False,True,False,False
1908,51,58.3,1.59,179.0,134.0,79.0,0.25,21.0,3.1,2,0,22.9,3.0,0.55,1.65,24.0,True,False,False,False,True
1909,55,64.7,1.56,162.0,149.0,77.0,0.39,29.4,2.7,2,0,26.7,9.5,0.8470588235294118,8.047058823529412,203.1,True,True,False,False,False
1910,21,76.4,1.71,199.0,134.0,55.0,1.27,10.4,4.3,6,3,26.2,3.0,0.5486111111111112,1.6458333333333337,159.7,True,False,False,False,True
1911,55,80.2,1.66,164.0,134.0,78.0,0.25,28.1,2.3,3,0,29.0,7.0,0.6511627906976745,4.558139534883721,91.4,False,False,False,False,False
1912,36,68.1,1.56,184.0,154.0,84.0,0.58,33.2,3.7,3,0,28.1,6.0,0.7,4.199999999999999,165.9,False,False,False,True,False
1913,23,66.5,1.74,195.0,154.0,77.0,1.03,27.8,3.3,3,0,21.9,7.0,0.652542372881356,4.567796610169491,312.9,False,False,False,False,False
1914,51,71.8,1.73,170.0,134.0,68.0,1.05,16.1,3.0,7,2,24.1,7.0,0.6470588235294118,4.529411764705882,341.5,False,False,False,False,False
1915,35,64.5,1.64,181.0,138.0,60.0,1.04,27.6,2.9,7,2,23.9,7.0,0.6446280991735537,4.512396694214876,302.7,False,False,False,False,False
1916,30,49.1,1.65,189.0,156.0,57.0,0.87,16.9,3.8,5,3,18.0,8.0,0.75,6.0,256.3,False,False,True,False,False
1917,58,57.1,1.73,152.0,115.0,70.0,0.78,27.9,3.6,3,0,19.1,3.0,0.5487804878048781,1.6463414634146345,73.3,False,False,False,False,True
1918,40,75.5,1.8,179.0,131.0,72.0,1.29,14.7,4.9,5,1,23.3,3.0,0.5514018691588785,1.6542056074766354,161.1,True,False,False,False,True
1919,36,63.6,1.65,186.0,167.0,62.0,0.87,16.0,3.6,6,2,23.3,9.5,0.8467741935483871,8.044354838709678,445.1,False,True,False,False,False
1920,28,79.4,1.75,197.0,177.0,67.0,0.92,23.2,3.7,3,1,26.0,9.5,0.8461538461538461,8.038461538461538,587.2,True,True,False,False,False
1921,18,78.0,1.74,205.0,185.0,69.0,1.13,19.5,4.2,5,2,25.9,9.5,0.8529411764705882,8.102941176470589,714.2,False,True,False,False,False
1922,41,56.3,1.77,177.0,141.0,73.0,0.83,17.7,2.7,6,2,18.0,7.0,0.6538461538461539,4.576923076923077,213.9,True,False,False,False,False
1923,24,73.9,1.68,200.0,163.0,75.0,0.25,25.6,2.8,2,0,26.1,6.0,0.704,4.224,78.0,False,False,False,True,False
1924,42,62.4,1.59,172.0,141.0,67.0,0.52,25.2,3.0,2,0,24.7,6.0,0.7047619047619048,4.228571428571429,137.2,True,False,False,True,False
1925,38,70.7,1.63,179.0,145.0,65.0,1.3,24.3,4.0,6,2,26.5,6.0,0.7017543859649122,4.2105263157894735,387.0,False,False,False,True,False
1926,32,83.1,1.71,196.0,140.0,71.0,0.71,18.3,3.7,5,1,28.3,3.0,0.552,1.656,97.7,False,False,False,False,True
1927,18,81.2,1.86,203.0,171.0,74.0,0.91,18.9,4.2,4,1,23.4,8.0,0.751937984496124,6.015503875968992,444.5,False,False,True,False,False
1928,29,77.2,1.63,192.0,155.0,68.0,1.03,24.2,4.3,3,1,29.0,6.0,0.7016129032258065,4.209677419354839,334.7,False,False,False,True,False
1929,24,63.4,1.76,195.0,159.0,74.0,0.35,18.0,3.0,3,1,20.4,6.0,0.7024793388429752,4.214876033057851,93.5,True,False,False,True,False
1930,32,54.9,1.65,197.0,166.0,74.0,0.48,26.2,3.4,5,1,20.2,8.0,0.7479674796747967,5.983739837398374,157.7,False,False,True,False,False
1931,38,73.5,1.69,185.0,168.0,74.0,0.76,30.8,3.2,3,0,25.7,9.5,0.8468468468468469,8.045045045045045,449.4,False,True,False,False,False
1932,36,75.6,1.83,191.0,139.0,74.0,0.4,24.4,3.3,5,1,22.5,3.0,0.5555555555555556,1.6666666666666667,50.4,True,False,False,False,True
1933,46,77.3,1.76,171.0,130.0,80.0,0.25,26.7,3.2,2,0,25.0,3.0,0.5494505494505495,1.6483516483516485,31.9,False,False,False,False,True
1934,42,77.4,1.56,173.0,145.0,60.0,1.1,18.0,4.5,5,2,32.0,8.0,0.7522123893805309,6.017699115044247,512.3,True,False,True,False,False
1935,50,67.3,1.62,166.0,132.0,70.0,0.93,16.0,3.4,6,2,25.6,7.0,0.6458333333333334,4.520833333333334,283.0,True,False,False,False,False
1936,49,81.0,1.81,174.0,127.0,69.0,0.95,25.1,3.8,3,1,24.8,3.0,0.5523809523809524,1.6571428571428573,127.5,False,False,False,False,True
1937,52,58.9,1.69,176.0,139.0,69.0,0.77,25.4,3.0,3,1,20.5,7.0,0.6542056074766355,4.579439252336448,207.7,False,False,False,False,False
1938,55,44.1,1.57,169.0,155.0,74.0,0.44,25.0,2.7,2,0,18.0,9.5,0.8526315789473684,8.1,157.2,True,True,False,False,False
1939,43,60.6,1.6,181.0,136.0,81.0,0.53,26.5,4.1,3,0,23.7,3.0,0.55,1.65,53.0,False,False,False,False,True
1940,28,86.6,1.75,193.0,143.0,81.0,0.77,9.7,3.7,2,0,28.3,3.0,0.5535714285714286,1.6607142857142858,110.7,True,False,False,False,True
1941,52,71.9,1.78,162.0,149.0,77.0,0.83,34.1,3.6,3,0,22.7,9.5,0.8470588235294118,8.047058823529412,480.2,False,True,False,False,False
1942,25,72.4,1.68,205.0,163.0,66.0,0.86,15.7,3.7,5,2,25.6,6.0,0.697841726618705,4.18705035971223,260.7,False,False,False,True,False
1943,31,104.9,1.9,192.0,152.0,59.0,1.07,14.8,3.5,7,3,29.7,6.0,0.6992481203007519,4.195488721804511,481.2,True,False,False,True,False
1944,27,92.0,1.76,196.0,179.0,85.0,0.58,21.6,2.8,3,0,29.6,9.5,0.8468468468468469,8.045045045045045,429.3,False,True,False,False,False
1945,19,70.5,1.66,205.0,172.0,72.0,0.53,33.4,4.0,2,0,25.7,8.0,0.7518796992481203,6.015037593984962,224.8,False,False,True,False,False
1946,26,63.1,1.6,185.0,141.0,58.0,1.36,19.4,3.6,6,3,24.7,7.0,0.6535433070866141,4.574803149606299,392.6,False,False,False,False,False
1947,20,45.1,1.58,197.0,165.0,67.0,1.02,17.3,4.4,7,2,18.0,8.0,0.7538461538461538,6.030769230769231,277.4,True,False,True,False,False
1948,38,63.1,1.71,185.0,155.0,65.0,0.74,18.6,4.0,4,1,21.5,8.0,0.75,6.0,280.2,False,False,True,False,False
1949,43,60.9,1.63,176.0,126.0,65.0,1.44,11.7,3.9,7,3,22.9,3.0,0.5495495495495496,1.648648648648649,144.6,True,False,False,False,True
1950,25,70.3,1.85,195.0,148.0,63.0,0.47,21.3,2.1,4,1,20.6,7.0,0.6439393939393939,4.507575757575758,148.9,False,False,False,False,False
1951,19,83.4,1.83,205.0,169.0,61.0,1.04,19.1,4.7,7,2,25.0,8.0,0.75,6.0,520.4,True,False,True,False,False
1952,23,96.2,1.74,198.0,157.0,63.0,1.13,23.7,3.6,6,2,31.6,6.0,0.6962962962962963,4.177777777777778,454.1,False,False,False,True,False
1953,45,73.4,1.56,187.0,158.0,70.0,0.25,21.7,3.5,2,0,30.1,8.0,0.7521367521367521,6.017094017094017,110.4,False,False,True,False,False
1954,46,65.0,1.61,174.0,144.0,75.0,0.7,18.4,3.6,3,1,25.0,6.0,0.696969696969697,4.181818181818182,190.3,True,False,False,True,False
1955,43,88.4,1.81,181.0,147.0,68.0,0.58,19.9,3.3,2,0,27.1,6.0,0.6991150442477876,4.1946902654867255,215.1,False,False,False,True,False
1956,42,55.6,1.62,180.0,140.0,65.0,0.43,20.8,2.9,3,1,21.1,7.0,0.6521739130434783,4.565217391304348,109.1,True,False,False,False,False
1957,29,95.9,1.79,188.0,136.0,72.0,0.9,25.2,3.4,3,0,29.9,3.0,0.5517241379310345,1.6551724137931034,142.9,False,False,False,False,True
1958,22,53.7,1.73,193.0,157.0,74.0,1.13,26.7,4.1,4,1,18.0,6.0,0.6974789915966386,4.184873949579831,253.9,True,False,False,True,False
1959,51,78.5,1.69,169.0,155.0,77.0,0.77,24.2,3.4,5,1,27.7,9.5,0.8478260869565217,8.054347826086957,486.8,False,True,False,False,False
1960,54,67.3,1.61,176.0,132.0,78.0,0.47,18.7,3.7,2,0,26.0,3.0,0.5510204081632653,1.6530612244897958,52.3,True,False,False,False,True
1961,32,58.5,1.67,186.0,168.0,68.0,0.28,25.5,2.6,2,0,21.0,9.5,0.847457627118644,8.050847457627118,131.9,False,True,False,False,False
1962,53,66.9,1.7,170.0,137.0,62.0,0.97,16.4,3.4,6,2,23.2,6.0,0.6944444444444444,4.166666666666666,270.4,True,False,False,True,False
1963,32,61.9,1.78,187.0,154.0,78.0,0.8,23.3,4.0,5,1,19.5,6.0,0.6972477064220184,4.18348623853211,207.2,True,False,False,True,False
1964,40,49.7,1.59,181.0,141.0,65.0,1.26,20.2,3.8,5,2,19.6,7.0,0.6551724137931034,4.586206896551724,287.2,False,False,False,False,False
1965,23,49.2,1.65,203.0,181.0,58.0,1.35,16.8,4.0,7,2,18.0,9.5,0.8482758620689655,8.058620689655173,535.3,True,True,False,False,False
1966,38,76.8,1.68,183.0,158.0,85.0,0.53,24.8,4.2,2,0,27.1,8.0,0.7448979591836735,5.959183673469388,242.6,True,False,True,False,False
1967,40,87.9,1.75,177.0,149.0,67.0,0.73,19.8,4.4,4,1,28.8,8.0,0.7454545454545455,5.963636363636364,382.7,False,False,True,False,False
1968,33,45.5,1.59,195.0,136.0,65.0,0.66,21.1,3.9,7,2,18.0,3.0,0.5461538461538461,1.6384615384615384,49.2,False,False,False,False,True
1969,32,75.2,1.55,185.0,132.0,67.0,0.61,25.4,3.6,3,1,31.4,3.0,0.5508474576271186,1.652542372881356,75.8,False,False,False,False,True
1970,42,73.1,1.75,181.0,144.0,55.0,1.17,18.3,4.2,7,3,24.0,6.0,0.7063492063492064,4.238095238095238,362.5,False,False,False,True,False
1971,53,58.8,1.53,160.0,147.0,76.0,0.69,31.5,3.0,4,1,25.2,9.5,0.8452380952380952,8.029761904761905,325.8,False,True,False,False,False
1972,28,59.2,1.81,198.0,154.0,71.0,0.91,17.9,2.6,4,1,18.1,7.0,0.6535433070866141,4.574803149606299,246.5,False,False,False,False,False
1973,32,81.1,1.66,201.0,154.0,67.0,1.25,17.4,3.8,7,2,29.3,7.0,0.6492537313432836,4.544776119402985,460.7,True,False,False,False,False
1974,21,57.7,1.53,199.0,140.0,69.0,0.5,27.3,4.0,3,0,24.8,3.0,0.5461538461538461,1.6384615384615384,47.3,True,False,False,False,True
1975,38,76.1,1.63,177.0,150.0,69.0,1.08,22.2,4.2,5,1,28.6,8.0,0.75,6.0,493.1,True,False,True,False,False
1976,30,85.2,1.72,194.0,157.0,72.0,0.87,25.8,3.0,3,0,28.9,6.0,0.6967213114754098,4.1803278688524586,309.9,False,False,False,True,False
1977,39,77.6,1.63,181.0,148.0,71.0,0.49,26.8,2.8,3,0,29.3,6.0,0.7,4.199999999999999,159.7,False,False,False,True,False
1978,36,60.6,1.68,195.0,165.0,77.0,0.55,26.9,4.0,3,0,21.4,8.0,0.7457627118644068,5.966101694915254,198.9,True,False,True,False,False
1979,51,71.3,1.75,166.0,151.0,68.0,0.77,27.9,3.3,5,1,23.2,9.5,0.8469387755102041,8.045918367346939,441.7,True,True,False,False,False
1980,31,59.4,1.66,182.0,154.0,68.0,1.29,19.8,5.0,6,2,21.6,8.0,0.7543859649122807,6.035087719298246,462.4,False,False,True,False,False
1981,21,69.4,1.59,201.0,146.0,79.0,0.74,30.2,3.8,2,0,27.6,3.0,0.5491803278688525,1.6475409836065575,84.6,True,False,False,False,True
1982,44,69.0,1.65,179.0,150.0,63.0,1.07,20.0,5.0,4,2,25.3,8.0,0.75,6.0,443.0,False,False,True,False,False
1983,46,93.8,1.82,170.0,142.0,77.0,0.98,31.4,3.8,3,0,28.3,6.0,0.6989247311827957,4.193548387096774,385.5,False,False,False,True,False
1984,45,97.2,1.85,180.0,142.0,73.0,0.78,26.4,3.2,3,0,28.5,7.0,0.6448598130841121,4.5140186915887845,342.2,True,False,False,False,False
1985,52,39.3,1.48,168.0,151.0,56.0,1.645,17.5,4.2,6,3,18.0,9.5,0.8482142857142857,8.058035714285714,525.7,False,True,False,False,False
1986,25,94.1,1.79,194.0,138.0,70.0,0.53,31.5,3.1,3,0,29.4,3.0,0.5483870967741935,1.6451612903225803,82.0,False,False,False,False,True
1987,33,80.8,1.71,190.0,150.0,75.0,0.46,21.8,2.6,2,0,27.8,7.0,0.6521739130434783,4.565217391304348,169.7,False,False,False,False,False
1988,59,70.8,1.77,160.0,137.0,71.0,0.34,30.4,3.1,3,0,22.5,8.0,0.7415730337078652,5.932584269662922,142.8,False,False,True,False,False
1989,53,67.1,1.62,163.0,135.0,82.0,0.61,17.6,2.6,3,0,25.4,7.0,0.654320987654321,4.580246913580247,187.5,True,False,False,False,False
1990,47,53.1,1.5,165.0,152.0,78.0,1.01,28.1,3.3,3,1,23.5,9.5,0.8505747126436781,8.080459770114942,433.4,False,True,False,False,False
1991,35,80.0,1.74,182.0,166.0,77.0,0.51,30.8,2.6,2,0,26.5,9.5,0.8476190476190476,8.052380952380952,328.5,False,True,False,False,False
1992,19,56.6,1.59,205.0,185.0,71.0,0.74,22.3,3.1,3,1,22.5,9.5,0.8507462686567164,8.082089552238806,338.5,True,True,False,False,False
1993,30,61.6,1.54,190.0,154.0,70.0,0.94,24.4,3.8,4,1,25.9,6.0,0.7,4.199999999999999,243.2,False,False,False,True,False
1994,21,58.2,1.55,194.0,177.0,82.0,0.35,20.1,2.6,3,1,24.3,9.5,0.8482142857142857,8.058035714285714,164.1,False,True,False,False,False
1995,43,67.4,1.74,183.0,132.0,70.0,0.97,8.0,3.9,7,3,22.3,3.0,0.5486725663716814,1.646017699115044,107.6,True,False,False,False,True
1996,42,71.0,1.69,178.0,152.0,74.0,1.03,33.5,4.5,3,0,24.8,8.0,0.75,6.0,438.8,True,False,True,False,False
1997,47,104.9,1.76,174.0,127.0,69.0,0.48,28.2,3.3,4,1,34.8,3.0,0.5523809523809524,1.6571428571428573,85.7,False,False,False,False,True
1998,28,64.9,1.75,193.0,163.0,72.0,1.2,16.5,4.3,5,1,21.3,8.0,0.7520661157024794,6.016528925619835,468.6,False,False,True,False,False
1999,24,61.7,1.64,203.0,163.0,69.0,0.57,25.1,3.3,3,0,23.0,6.0,0.7014925373134329,4.208955223880597,148.0,True,False,False,True,False
2000,48,59.7,1.67,165.0,133.0,56.0,1.22,22.7,4.6,6,2,21.3,6.0,0.7064220183486238,4.238532110091743,308.7,False,False,False,True,False
2001,27,57.7,1.63,200.0,139.0,63.0,0.79,19.6,3.6,4,1,21.7,3.0,0.5547445255474452,1.6642335766423355,75.9,False,False,False,False,True
2002,56,75.0,1.66,168.0,154.0,73.0,0.33,22.4,3.2,2,0,27.3,9.5,0.8526315789473684,8.1,200.5,False,True,False,False,False
2003,30,67.3,1.58,190.0,154.0,70.0,0.7,27.0,3.1,3,0,26.9,6.0,0.7,4.199999999999999,197.9,True,False,False,True,False
2004,48,70.9,1.72,168.0,146.0,82.0,0.37,27.6,3.5,3,0,24.0,8.0,0.7441860465116279,5.953488372093023,156.2,False,False,True,False,False
2005,24,89.8,1.79,195.0,160.0,58.0,0.9,19.5,4.2,6,2,28.1,8.0,0.7445255474452555,5.956204379562044,481.4,True,False,True,False,False
2006,59,69.4,1.6,161.0,115.0,58.0,0.74,18.0,3.5,6,2,27.2,3.0,0.5533980582524272,1.6601941747572817,85.3,True,False,False,False,True
2007,59,76.3,1.81,170.0,121.0,61.0,0.33,18.5,3.1,4,1,23.4,3.0,0.5504587155963303,1.651376146788991,41.6,True,False,False,False,True
2008,53,51.5,1.69,174.0,159.0,72.0,0.32,32.3,2.6,3,0,18.0,9.5,0.8529411764705882,8.102941176470589,133.5,True,True,False,False,False
2009,37,79.3,1.7,181.0,164.0,68.0,0.96,26.1,3.2,3,1,27.3,9.5,0.8495575221238938,8.070796460176991,614.4,False,True,False,False,False
2010,21,56.3,1.51,205.0,142.0,65.0,1.08,15.8,3.9,5,2,24.7,3.0,0.55,1.65,100.3,True,False,False,False,True
2011,24,54.1,1.5,201.0,155.0,70.0,0.77,20.3,3.4,4,1,24.1,7.0,0.648854961832061,4.541984732824427,189.2,False,False,False,False,False
2012,18,63.6,1.69,204.0,158.0,72.0,0.54,27.4,2.8,3,0,22.1,7.0,0.6515151515151515,4.5606060606060606,156.6,True,False,False,False,False
2013,59,83.5,1.76,160.0,137.0,70.0,0.79,25.8,4.3,3,0,27.0,8.0,0.7444444444444445,5.955555555555556,392.9,True,False,True,False,False
2014,30,66.1,1.61,187.0,171.0,77.0,0.82,24.8,3.5,3,0,25.4,9.5,0.8545454545454545,8.118181818181817,440.0,False,True,False,False,False
2015,39,78.6,1.85,184.0,144.0,71.0,0.4,31.8,2.8,2,0,23.1,7.0,0.6460176991150443,4.522123893805309,142.2,True,False,False,False,False
2016,38,58.7,1.75,184.0,167.0,69.0,1.12,16.6,3.3,6,2,19.1,9.5,0.8521739130434782,8.095652173913043,532.2,True,True,False,False,False
2017,39,71.4,1.59,179.0,151.0,68.0,1.09,28.6,4.6,3,0,28.3,8.0,0.7477477477477478,5.981981981981982,465.6,False,False,True,False,False
2018,45,74.8,1.68,181.0,143.0,56.0,1.08,13.9,3.8,7,3,26.4,6.0,0.696,4.176,337.4,True,False,False,True,False
2019,26,90.3,1.9,195.0,143.0,80.0,1.15,19.0,3.8,5,1,25.0,3.0,0.5478260869565217,1.643478260869565,170.7,True,False,False,False,True
2020,43,43.6,1.56,179.0,164.0,81.0,0.86,21.4,3.9,4,1,18.0,9.5,0.8469387755102041,8.045918367346939,301.7,True,True,False,False,False
2021,26,71.6,1.73,199.0,165.0,63.0,1.19,26.6,4.3,5,1,23.8,8.0,0.75,6.0,511.2,False,False,True,False,False
2022,32,62.5,1.65,192.0,153.0,81.0,0.89,18.7,2.8,3,0,23.0,7.0,0.6486486486486487,4.54054054054054,252.6,True,False,False,False,False
2023,27,66.0,1.75,185.0,159.0,83.0,0.82,27.3,3.9,2,0,21.5,8.0,0.7450980392156863,5.96078431372549,322.6,False,False,True,False,False
2024,41,88.2,1.81,183.0,165.0,65.0,1.2,12.7,3.9,6,3,27.0,9.5,0.847457627118644,8.050847457627118,719.45,False,True,False,False,False
2025,59,72.4,1.64,161.0,138.0,70.0,0.85,22.5,4.0,5,1,26.9,8.0,0.7472527472527473,5.978021978021978,367.9,False,False,True,False,False
2026,25,82.7,1.79,193.0,135.0,65.0,0.49,30.4,3.4,3,0,25.7,3.0,0.546875,1.640625,66.5,True,False,False,False,True
2027,41,101.6,1.9,179.0,153.0,75.0,0.34,23.2,3.4,2,0,28.2,8.0,0.75,6.0,207.3,True,False,True,False,False
2028,33,56.6,1.69,185.0,158.0,77.0,0.25,16.6,3.8,2,0,19.9,8.0,0.75,6.0,84.9,True,False,True,False,False
2029,43,68.6,1.76,178.0,132.0,76.0,0.83,22.9,3.9,3,0,22.2,3.0,0.5490196078431373,1.647058823529412,93.8,True,False,False,False,True
2030,44,63.8,1.62,176.0,151.0,77.0,0.45,27.7,3.9,2,0,24.3,8.0,0.7474747474747475,5.97979797979798,171.7,False,False,True,False,False
2031,54,60.9,1.68,169.0,155.0,71.0,0.7,20.9,3.0,2,0,21.5,9.5,0.8571428571428571,8.142857142857142,347.1,False,True,False,False,False
2032,21,74.4,1.66,191.0,146.0,63.0,0.97,13.9,3.2,6,2,26.9,7.0,0.6484375,4.5390625,327.6,True,False,False,False,False
2033,41,67.8,1.76,180.0,136.0,55.0,1.11,17.6,3.4,6,2,21.9,7.0,0.648,4.5360000000000005,341.4,True,False,False,False,False
2034,36,94.6,1.8,184.0,147.0,79.0,0.66,24.4,2.6,3,0,29.2,7.0,0.6476190476190476,4.533333333333333,283.0,False,False,False,False,False
2035,53,56.5,1.67,178.0,128.0,66.0,0.53,21.1,3.8,4,1,20.3,3.0,0.5535714285714286,1.6607142857142858,49.7,True,False,False,False,True
2036,56,104.9,1.83,154.0,118.0,74.0,0.29,24.8,3.6,3,0,32.5,3.0,0.55,1.65,52.3,True,False,False,False,True
2037,27,104.9,1.83,198.0,143.0,76.0,0.25,16.3,3.2,2,0,32.1,3.0,0.5491803278688525,1.6475409836065575,44.4,True,False,False,False,True
2038,42,73.6,1.76,180.0,163.0,67.0,0.85,18.1,3.4,4,1,23.6,9.5,0.8495575221238938,8.070796460176991,504.9,True,True,False,False,False
2039,35,75.8,1.63,189.0,150.0,60.0,1.42,16.7,4.0,7,2,28.6,6.0,0.6976744186046512,4.186046511627907,450.6,True,False,False,True,False
2040,36,58.7,1.62,182.0,166.0,76.0,0.44,21.1,2.0000000000000004,2,0,22.4,9.5,0.8490566037735849,8.066037735849058,208.3,True,True,False,False,False
2041,53,71.7,1.6,169.0,131.0,61.0,1.07,18.3,3.8,3,1,28.1,7.0,0.6481481481481481,4.537037037037037,348.1,False,False,False,False,False
2042,27,73.4,1.77,194.0,148.0,64.0,0.87,22.4,3.1,7,3,23.3,7.0,0.6461538461538462,4.523076923076923,288.8,False,False,False,False,False
2043,50,45.8,1.56,188.0,152.0,68.0,0.67,19.4,3.2,5,2,18.9,6.0,0.7,4.199999999999999,128.9,False,False,False,True,False
2044,22,55.0,1.75,196.0,141.0,72.0,0.49,28.2,3.8,2,0,18.0,3.0,0.5564516129032258,1.6693548387096773,45.0,False,False,False,False,True
2045,52,56.6,1.57,164.0,132.0,73.0,0.55,22.6,2.5,2,0,22.9,7.0,0.6483516483516484,4.538461538461538,141.3,True,False,False,False,False
2046,51,78.0,1.76,179.0,160.0,55.0,1.42,9.6,3.8,7,3,25.1,9.5,0.8467741935483871,8.044354838709678,719.45,True,True,False,False,False
2047,50,82.9,1.68,172.0,147.0,73.0,0.57,32.8,3.6,3,0,29.3,8.0,0.7474747474747475,5.97979797979798,282.6,False,False,True,False,False
2048,38,79.4,1.81,185.0,150.0,69.0,0.58,26.7,3.4,3,1,24.1,6.0,0.6982758620689655,4.189655172413794,192.9,False,False,False,True,False
2049,34,90.2,1.79,192.0,161.0,68.0,0.75,15.4,4.0,5,1,28.0,8.0,0.75,6.0,405.9,False,False,True,False,False
2050,39,73.8,1.82,181.0,150.0,77.0,1.01,14.7,3.8,5,1,22.2,6.0,0.7019230769230769,4.211538461538462,313.9,False,False,False,True,False
2051,54,75.5,1.83,164.0,135.0,66.0,0.44,28.0,3.2,2,0,22.7,6.0,0.7040816326530612,4.224489795918368,140.3,False,False,False,True,False
2052,32,81.0,1.69,189.0,169.0,60.0,1.03,15.9,3.6,4,2,28.2,9.5,0.8449612403100775,8.027131782945736,669.7,True,True,False,False,False
2053,52,44.0,1.56,164.0,134.0,79.0,0.49,25.5,2.0000000000000004,3,0,18.0,7.0,0.6470588235294118,4.529411764705882,97.7,True,False,False,False,False
2054,45,59.6,1.57,168.0,128.0,80.0,0.74,20.6,4.2,3,1,24.1,3.0,0.5454545454545454,1.6363636363636362,72.2,False,False,False,False,True
2055,24,48.5,1.47,192.0,148.0,66.0,0.89,24.1,3.4,4,1,22.4,7.0,0.6507936507936508,4.555555555555555,196.6,False,False,False,False,False
2056,49,72.7,1.57,159.0,139.0,80.0,0.51,25.4,3.7,2,0,29.4,8.0,0.7468354430379747,5.974683544303797,221.5,True,False,True,False,False
2057,28,62.3,1.69,190.0,144.0,59.0,0.58,17.3,2.4,4,2,21.9,7.0,0.648854961832061,4.541984732824427,164.1,True,False,False,False,False
2058,27,68.7,1.62,191.0,157.0,58.0,1.14,11.7,4.0,7,3,26.1,8.0,0.7443609022556391,5.954887218045113,466.4,True,False,True,False,False
2059,26,76.5,1.66,197.0,135.0,60.0,1.08,16.8,4.1,7,3,27.7,3.0,0.5474452554744526,1.6423357664233578,135.7,False,False,False,False,True
2060,31,53.9,1.73,190.0,137.0,72.0,0.58,27.4,3.7,3,0,18.0,3.0,0.5508474576271186,1.652542372881356,51.7,True,False,False,False,True
2061,30,63.8,1.65,189.0,153.0,68.0,0.8,25.7,3.9,5,1,23.4,6.0,0.7024793388429752,4.214876033057851,215.1,False,False,False,True,False
2062,42,54.7,1.57,184.0,140.0,58.0,1.42,23.7,4.4,4,2,22.3,7.0,0.6507936507936508,4.555555555555555,353.8,False,False,False,False,False
2063,19,77.9,1.67,199.0,180.0,73.0,0.76,21.5,2.8,4,1,27.8,9.5,0.8492063492063492,8.067460317460318,477.6,True,True,False,False,False
2064,52,67.5,1.59,162.0,147.0,61.0,1.14,17.3,3.8,6,2,26.7,9.5,0.8514851485148515,8.089108910891088,622.5,True,True,False,False,False
2065,24,63.0,1.65,183.0,126.0,57.0,1.12,10.5,4.5,5,3,23.1,3.0,0.5476190476190477,1.642857142857143,115.9,True,False,False,False,True
2066,38,65.2,1.81,182.0,132.0,71.0,0.69,30.4,3.6,3,0,19.8,3.0,0.5495495495495496,1.648648648648649,74.2,False,False,False,False,True
2067,35,76.9,1.65,185.0,154.0,61.0,0.95,18.9,4.6,5,2,28.2,8.0,0.75,6.0,438.3,True,False,True,False,False
2068,20,81.8,1.86,205.0,160.0,76.0,0.5,24.2,2.4,3,0,23.7,7.0,0.6511627906976745,4.558139534883721,186.4,True,False,False,False,False
2069,59,59.8,1.82,157.0,133.0,60.0,1.32,13.1,4.9,7,3,18.0,8.0,0.7525773195876289,6.020618556701031,475.2,False,False,True,False,False
2070,56,47.4,1.62,168.0,141.0,78.0,1.07,17.6,3.8,4,2,18.0,6.0,0.7,4.199999999999999,213.0,True,False,False,True,False
2071,58,63.4,1.57,150.0,122.0,69.0,1.09,18.4,3.0,3,1,25.8,7.0,0.654320987654321,4.580246913580247,316.5,True,False,False,False,False
2072,28,53.0,1.67,186.0,131.0,64.0,0.92,22.0,3.9,5,2,18.9,3.0,0.5491803278688525,1.6475409836065575,80.3,False,False,False,False,True
2073,56,101.3,1.8,166.0,124.0,72.0,0.93,19.2,3.9,7,2,31.4,3.0,0.5531914893617021,1.6595744680851063,156.3,False,False,False,False,True
